expid,peakid,year,season,host,route1,route2,route3,route4,nation,leaders,sponsor,success1,success2,success3,success4,ascent1,ascent2,ascent3,ascent4,claimed,disputed,countries,approach,bcdate,smtdate,smttime,smtdays,totdays,termdate,termreason,termnote,highpoint,traverse,ski,parapente,camps,rope,totmembers,smtmembers,mdeaths,tothired,smthired,hdeaths,nohired,o2used,o2none,o2climb,o2descent,o2sleep,o2medical,o2taken,o2unkwn,othersmts,campsites,accidents,achievment,agency,comrte,stdrte,primrte,primmem,primref,primid,chksum
EVER98102,EVER,1998,1,1,S Col-SE Ridge,,,,Bolivia,Bernardo Guarachi,Independent climber on Todd's Everest permit,TRUE,FALSE,FALSE,FALSE,295,,,,FALSE,FALSE,,,1998/3/24,1998/5/25,0555,62,63,1998/5/26,1,,8850,FALSE,FALSE,FALSE,4,0,1,1,0,1,0,0,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,"BC(24/03),C2(16/04,6500m),C3(17/05,7400m),C4(18/05,7900m),Smt(25/05)",,1st Bolivian and 1st American Indian on top,Asian Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,,2453227
EVER98103,EVER,1998,1,1,S Col-SE Ridge,,,,Singapore,David Lim,First Singapore Everest Expedition,TRUE,FALSE,FALSE,FALSE,296,,,,FALSE,FALSE,"Malaysia, UK",,1998/3/25,1998/5/25,0600,61,65,1998/5/29,1,,8850,FALSE,FALSE,FALSE,4,0,11,2,0,14,4,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,"BC(25/03,5350m),C1(07/04,6050m),C2(16/04,6400m),C3(30/04,7200m),C4(18/05,7900m),Smt(25/05)",Nothing serious,,Chomalhari Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,,2453227
EVER98104,EVER,1998,1,2,N Col-NE Ridge,,,,Slovakia,"Pavol Lazar, Yu Liang-Pu","Slovak-China Expedition to Everest, Spring 1998",TRUE,FALSE,FALSE,FALSE,"279,293 w/SAfr",,,,FALSE,FALSE,China,,1998/3/27,1998/5/19,1011,53,58,1998/5/24,1,,8850,FALSE,FALSE,FALSE,0,0,24,4,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,"BC(27/03,5200m),ABC(01/04,6400m),C1(07/04,7000m),C2(07/05,7800m),C3(08/05,8300m),Smt(05/19,24/05)",Nothing serious,,None,TRUE,TRUE,FALSE,FALSE,FALSE,,2453221
EVER98106,EVER,1998,1,1,S Col-SE Ridge,,,,USA,Wally Berg,American Everest Expedition,TRUE,FALSE,FALSE,FALSE,286,,,,FALSE,FALSE,UK,,1998/3/29,1998/5/20,1030,52,55,1998/5/23,1,,8850,FALSE,FALSE,FALSE,4,0,6,1,0,13,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,"BC.Sherpas(29/03,5350m),Members.BC(10/04,5350m),C1(17/04,6100m),C2(18/04,6400m),C3(24/04,6700m),C4(18/05,7900m),Smt(20/05)",,,Above the Clouds,TRUE,TRUE,FALSE,FALSE,FALSE,,2453222
EVER98107,EVER,1998,1,2,N Col-NE Ridge,,,,Russia,Boris Sedousov,Russian Everest Expedition,TRUE,FALSE,FALSE,FALSE,"276,288,291",,,,FALSE,FALSE,"Estonia, France, Georgia, USA",,1998/4/2,1998/5/18,1305,46,50,1998/5/22,1,,8850,FALSE,FALSE,FALSE,3,0,23,8,2,0,0,0,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,"BC(02/04),ABC(07/04,6300m),C1(15/04,7000m),C2(17/04,7500m),C3(05/05,8200m),Smt(18,21-22/05)",Paskin and Piotr Kuznetsov throat infections and left early,1st married couple from North (Mr & Mrs Arsentiev),Asian Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,,2453220
EVER98108,EVER,1998,1,1,S Col-SE Ridge,,,,USA,Tom Whittaker,Ester-C Everest Challenge,TRUE,FALSE,FALSE,FALSE,"284,304",,,,FALSE,FALSE,"Argentina, UK",,1998/4/3,1998/5/20,0900,47,56,1998/5/29,1,,8850,FALSE,FALSE,FALSE,4,0,8,2,0,9,4,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,,"BC(03/04),C1(12/04,5945m),C2.Sherpas(14/04,6490m),C2(17/04,7160m),C3(25/04),C4(18/05,7900m),Smt(20,27/05)",Heinrich fell; Whittaker throat infection,1st one legged man to Everest summit; 1st non-Sherpa to top in same season; 1st summiter to report only 8 days after an ascent,Great Escapes Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,,2453222
EVER98109,EVER,1998,1,1,S Col-SE Ridge,,,,UK,Henry Todd,Himalayan Guides Everest Expedition,TRUE,FALSE,FALSE,FALSE,302,,,,FALSE,FALSE,"Australia, Canada, Mexico",,1998/4/4,1998/5/26,0730,52,55,1998/5/29,1,,8850,FALSE,FALSE,FALSE,4,0,9,3,0,9,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,"BC(04/04,5400m),C1(08/04,6000m),C2(10/04,6400m),C3(22/04,7350m),C4(18/05,7900m),Smt(26/05)",Viral infection turned back 2 members and Sherpas; Laughton 2 frostbitten toes; Crosthwaite fell but not hurt,,Arun Treks,TRUE,TRUE,FALSE,FALSE,FALSE,,2453228
EVER98110,EVER,1998,1,2,N Col-NE Ridge,,,,Russia,Vladimir Shataev,Everest 1998,TRUE,FALSE,FALSE,FALSE,277,,,,FALSE,FALSE,Belarus,KTM->Tingri->Rongbuk BC,1998/4/5,1998/5/18,1420,43,44,1998/5/19,1,,8850,FALSE,FALSE,FALSE,3,0,4,1,0,1,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,"BC(05/04,5110m),ABC(09/04,6400m),C1(17/04,7000m),C2(27/04,7700m),C3(16/05,8200m),Smt(18/05)",,1st Belarussian to top,Asian Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,,2453220
EVER98112,EVER,1998,1,1,S Col-SE Ridge,,,,Iran,Sadegh Aghajani Kalkhoran,Islamic Republic of Iran Everest and Lhotse Expedition,TRUE,FALSE,FALSE,FALSE,285,,,,FALSE,FALSE,,,1998/4/6,1998/5/20,0945,44,50,1998/5/26,1,,8850,FALSE,FALSE,FALSE,4,0,17,4,0,8,3,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Lhotse (permit, but not attempted)","BC(06/04,5350m),C1(17/04,6100m),C2(22/04,6500m),C3(30/04,7300m),C4(18/05,7900m),Smt(20/05)",One member slight altitude sickness,,Thamserku Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,,2453222
EVER98113,EVER,1998,1,1,S Col-SE Ridge,,,,UK,David Walsh,Himalayan Kingdoms Expedition to Everest 1998,TRUE,FALSE,FALSE,FALSE,297,,,,FALSE,FALSE,"Canada, Ireland, USA",Namche->Khumbu Valley,1998/4/6,1998/5/25,0845,49,53,1998/5/29,1,,8850,FALSE,FALSE,FALSE,4,0,10,2,0,9,3,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,"BC(06/04,5400m),C1(14/04,6000m),C2.ABC(22/04,6400m),C3(25/04,7700m),C4(18/05,7986m),Smt(25/05)",One Sherpa suspected fractured femur,,Summit Nepal Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,,2453227
EVER98114,EVER,1998,1,2,N Col-NE Ridge,,,,USA,David Hahn,International Mountain Guides (IMG) North Ridge Everest Expedtion,TRUE,FALSE,FALSE,FALSE,"298,305",,,,FALSE,FALSE,,KTM->Tingri->Rongbuk BC,1998/4/10,1998/5/25,0930,45,0,  -   -,1,,8850,FALSE,FALSE,FALSE,3,0,8,3,0,4,3,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,"BC(10/04,5000m),ABC(17/04,6600m),C1(28/04,7000m),C1(23/05,7900m),C3(24/05,8300m),Smt(25,27/05)",,,Great Escapes Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,,2453227
EVER98115,EVER,1998,1,2,N Col-NE Ridge,,,,Japan,Hitoshi Onodera,Showa Alpine Club Qomolangma Expedition 1998,TRUE,FALSE,FALSE,FALSE,273,,,,FALSE,FALSE,,,1998/4/10,1998/5/18,1230,38,44,1998/5/24,1,,8850,FALSE,FALSE,FALSE,4,0,11,4,0,12,5,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,"BC(10/04),ABC.C3(19/04,6300m),C4(24/04,7028m),C5(06/05,7780m),C6(17/05,8200m),Smt(18-19/05)",Nothing,Oldest person to 8300m,Rolwaling Treks,TRUE,TRUE,FALSE,FALSE,FALSE,,2453220
EVER98116,EVER,1998,1,2,N Col-NE Ridge,,,,Japan,Noriyuki Muraguchi,Japan-China Qomolungma Scientific Expedition 1998,TRUE,FALSE,FALSE,FALSE,280,,,,FALSE,FALSE,,,1998/4/11,1998/5/19,1013,38,44,1998/5/25,1,,8850,FALSE,FALSE,FALSE,6,0,3,2,0,6,3,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,"ChineseBC(11/04),C1(16/04,5500m),C2(17/04,4600m),C3.ABC(23/04,6300m),C4(03/05,7000m),C5(17/05,7800m),C6(18/05,8200m),Smt(19/05)",,,Rolwaling Treks,TRUE,TRUE,FALSE,FALSE,FALSE,,2453221
EVER98117,EVER,1998,1,2,N Col-NE Ridge,,,,India,Hrishikesh Yadav,Independence Golden Jubilee Everest Expedition 1998,TRUE,FALSE,FALSE,FALSE,"274,282",,,,FALSE,FALSE,,,1998/4/11,1998/5/18,1235,37,43,1998/5/24,1,,8850,FALSE,FALSE,FALSE,6,0,13,2,0,8,6,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(11/04),C1(13/04,5500m),C2(14/04,6000m),C3(21/04,6500m),C4(25/04,7000m),C5(27/04,7600m),C6(17/05,8300m),Smt(18-19/05)",,1st successful Indian civilian expedition any 8000er,Asian Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,,2453220
EVER98118,EVER,1998,1,2,N Col-NE Ridge,,,,Uzbekistan,Anatoli Shabanov,First Uzbek Everest Expedition Spring 1998,TRUE,FALSE,FALSE,FALSE,"290,292,294,301",,,,FALSE,FALSE,,,1998/4/13,1998/5/22,1445,39,44,1998/5/27,1,,8850,FALSE,FALSE,FALSE,3,0,15,11,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(13/04),TempBC(15/04,5800m),ABC(16/04,6400m),C1(20/04,7000m),C2(24/04,7700m),C3(14/05,8300m),Smt(22-25/05)",Nothing serious,1st Uzbekistan attempt and success,Asian Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,,2453224
EVER98120,EVER,1998,1,2,N Col-NE Ridge,,,,Czech Republic,Zdenek Hruby,Mt Everest 1998 Expedition,TRUE,FALSE,FALSE,FALSE,281,,,,FALSE,FALSE,,,1998/4/13,1998/5/19,1215,36,49,1998/6/1,1,,8850,FALSE,FALSE,FALSE,3,0,8,2,0,1,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(13/04),Temp(17/04,5900m),ABC(18/04,6700m),C1(20/04,7000m),C2(25/04,7650m),C3(18/05,8300m),Smt(19/05)",Nothing serious but Blazek and Hlava some stomach trouble,,Thamserku Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,,2453221
EVER98123,EVER,1998,1,2,N Col-NE Ridge,,,,S Africa,Ian Woodall,Mr. Price Himalayan Challenge to Everest,TRUE,FALSE,FALSE,FALSE,293,,,,FALSE,FALSE,UK,KTM->Tingri->Rongbuk BC,1998/4/15,1998/5/24,1015,39,46,1998/5/31,1,,8850,FALSE,FALSE,FALSE,3,0,8,0,0,5,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,"BC(15/04),BC.Sherpa(19/04),ABC(26/04,6500m),C1(28/04,7000m),C2(21/05,7600m),C3(23/05,8300m),Smt(24/05)",One very minor frostbite case,,Sherpa Cooperative Trekking (SCT),TRUE,TRUE,FALSE,FALSE,FALSE,,2453226
EVER98124,EVER,1998,1,2,N Col-NE Ridge,,,,New Zealand,Russell Brice,Himalayan Experience (Himex) Everest Expedition 1998,TRUE,FALSE,FALSE,FALSE,299,,,,FALSE,FALSE,Japan,KTM->Tingri->Rongbuk BC,1998/4/15,1998/5/25,1015,40,47,1998/6/1,1,,8850,FALSE,FALSE,FALSE,4,0,2,2,0,2,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,"BC(15/04),ABC(21/04,6400m),C1(29/04,7000m),C2(03/05,7500m),C3(04/05,7900m),C4(24/05,8300m),Smt(25/05)",Lobsang Temba kidney infection and left early,,Asian Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,,2453227
EVER98125,EVER,1998,1,2,N Col-NE Ridge,,,,UK,Mark Jennings,Independent climber on Everest,TRUE,FALSE,FALSE,FALSE,300,,,,FALSE,FALSE,,,1998/4/15,1998/5/25,1115,40,0,  -   -,1,,8850,FALSE,FALSE,FALSE,4,0,1,1,1,1,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,"BC(15/04),ABC(20/04,6400m),C1(27/04,7000m),C2(7500m),C3(23/05,7800m),C4(24/05,8300m),Smt(25/05)",,,Asian Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,,2453227
EVER98128,EVER,1998,1,1,S Col-SE Ridge,,,,USA,Robert Hoffman,Everest 1998 Environmental Expedition,TRUE,FALSE,FALSE,FALSE,283,,,,FALSE,FALSE,Canada,,1998/4/17,1998/5/20,0840,33,38,1998/5/25,1,,8850,FALSE,FALSE,FALSE,4,0,14,5,0,15,7,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,"BC(17/04),C1(23/04,6100m),C2(25/04,6700m),C3(29/04,7315m),C4(19/05,7900m),Smt(20/05)",1 member fell ill with bad hemorrhoids,,Wilderness Experience,TRUE,TRUE,FALSE,FALSE,FALSE,,2453222
EVER98129,EVER,1998,1,2,N Col-NE Ridge,,,,Japan,Kazuyoshi Kondo,J.W.A.F. Qomolungma Expedition 1998,TRUE,FALSE,FALSE,FALSE,"275,287,289",,,,FALSE,FALSE,,Tingri->BC->East Rongbuk Glacier,1998/4/19,1998/5/18,1235,29,39,1998/5/28,1,,8850,FALSE,FALSE,FALSE,6,2500,12,8,0,6,3,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,"BC(19/04,5150m),ABC.C3(21/04,6400m),C4(24/04,7100m),C5(28/04,7700m),C6(17/05,8200m),Smt(18,20,22/05)",Kuwabara came to KTM on 22 May after loss of appetite at 7500m; nothing serious,,Cosmo Treks,TRUE,TRUE,FALSE,FALSE,FALSE,,2453220
EVER98131,EVER,1998,1,2,N Col-NE Ridge,,,,Austria,Heinz Rockenbauer,International Expedition 1998 Mt. Everest,TRUE,FALSE,FALSE,FALSE,303,,,,FALSE,FALSE,Germany,Zhalung->Nylam->Tingri,1998/4/24,1998/5/26,0900,32,34,1998/5/28,1,,8850,FALSE,FALSE,FALSE,3,3500,4,1,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(24/04,5200m),ABC(28/04,6400m),C1(01/05,7100m),C2(16/05,7700m),C3(17/05,8300m),Smt(26/05)",,,Thamserku Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,,2453228
EVER98302,EVER,1998,3,1,S Col-SE Ridge,,,,Nepal,Kaji Sherpa,Speed Everest 1998,TRUE,FALSE,FALSE,FALSE,307 disputed,,,,FALSE,TRUE,,,1998/9/18,1998/10/17,,29,0,  -   -,1,,8850,FALSE,FALSE,FALSE,2,0,5,2,0,0,0,0,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,"BC(18/09,5350m),C2(27/09,6400m),C2(01/10,6400m),C4(16/10,7900m),Smt(17/10)",Tashi very slight frostbite,Speed of record - 20 hours 24 minutes,Thamserku Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,,2453372
EVER98303,EVER,1998,3,1,S Col-SE Ridge,,,,Spain,Juan Corro,Castellon Costa Azahar Everest 1998,TRUE,FALSE,FALSE,FALSE,306 disputed,,,,FALSE,TRUE,,,1998/9/6,1998/10/15,,39,43,1998/10/19,1,,8850,FALSE,FALSE,FALSE,0,0,6,1,0,4,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,"BC(06/09,5350m),C1(14/09,6200m),C2(20/09,6500m),C3(13/10,7300m),C4(14/10,7900m),Smt(15/10)",Pitarch most fingers and toes frostbitten (horseback BC to Namche),,Asian Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,,2453370
EVER99101,EVER,1999,1,2,N Col-NE Ridge,,,,Italy,Sergio Martini,East-West Everest Expedition,TRUE,FALSE,FALSE,FALSE,329,,,,FALSE,FALSE,"Japan, Spain",,1999/4/19,1999/5/26,1130,37,43,1999/6/1,1,,8850,FALSE,FALSE,FALSE,3,0,6,2,0,2,1,0,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,"BC(19/04),ABC(23/04,6400m),C1(26/04,7000m),C2(08/05,7700m),C3(25/05,8200m),Smt(26/05)",Martini tooth infection but soon resumed climbing,,Monterosa Treks,TRUE,TRUE,FALSE,FALSE,FALSE,,2453594
EVER99103,EVER,1999,1,2,N Col-NE Ridge,,,,S Africa,Ian Woodall,Everest 1999,TRUE,FALSE,FALSE,FALSE,335,,,,FALSE,FALSE,UK,,1999/5/1,1999/5/29,0800,28,33,1999/6/3,1,,8850,FALSE,FALSE,FALSE,3,0,2,2,0,3,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(01/05),ABC(05/05-Sherpas),ABC(07/05,6400m),C1(10/05,7000m),C2(27/05,7600m),C3(28/05,8300m),Smt(29/05)",,1st woman to top from North and South,Sherpa Cooperative Trekking (SCT),TRUE,TRUE,FALSE,FALSE,FALSE,,2453597
EVER99104,EVER,1999,1,2,N Col-NE Ridge,,,,Belgium,Pascal Debrouwer,Belgian International Everest Expedition,TRUE,FALSE,FALSE,FALSE,322,,,,FALSE,FALSE,"Brazil, France, Portugal",,1999/4/6,1999/5/18,1330,42,50,1999/5/26,1,,8850,FALSE,FALSE,FALSE,3,0,7,2,1,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(06/04),ABC(13/04,6400m),C1(20/04,7000m),C2(7800m),C3(8200m),Smt(18/05)",Joao bad frostbite both hands and nose; both feet also frostbitten,1st Portuguese on summit,None,TRUE,TRUE,FALSE,FALSE,FALSE,,2453586
EVER99108,EVER,1999,1,2,N Col-NE Ridge,,,,USA,Gheorghe Dijmarescu,,TRUE,FALSE,FALSE,FALSE,326,,,,FALSE,FALSE,,,1999/4/11,1999/5/26,1010,45,48,1999/5/29,1,,8850,FALSE,FALSE,FALSE,3,0,1,1,0,1,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(11/04),ABC(16/04,6400m),C1(18/04,7000m),C2(24/04,7800m),C3(04/05,8300m),Smt(26/05)",,,Asian Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,,2453594
EVER99109,EVER,1999,1,2,N Col-NE Ridge,,,,USA,Fred Barth,Independent climber,TRUE,FALSE,FALSE,FALSE,325,,,,FALSE,FALSE,,,1999/4/11,1999/5/26,1000,45,48,1999/5/29,1,,8850,FALSE,FALSE,FALSE,3,0,1,1,0,1,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(11/04),ABC(16/04,6400m),C1(23/04,7050m),C2(24/05,7800m),C3(25/05,8300m),Smt(26/05)",,,Asian Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,,2453594
EVER99111,EVER,1999,1,2,N Col-N Face,,,,USA,Eric Simonson,1999 American Chomolongma Expedition,TRUE,FALSE,FALSE,FALSE,320,,,,FALSE,FALSE,"Germany, UK",,1999/3/29,1999/5/17,1450,49,54,1999/5/22,1,,8850,FALSE,FALSE,FALSE,3,0,13,2,0,8,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,,"BC(29/03,5180m),IC1(5575m),IC2(6100m),ABC(03/04,6490m),C1(17/04,7000m),C2(30/04,7800m),C3(16/05,8150m),Smt(17/05)",Hoyland mini-stroke; Firstbrook not acclimatized and weak,Discovery of Mallory's body on 1 May,Great Escapes Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,,2453585
EVER99112,EVER,1999,1,1,S Col-SE Ridge,,,,Sweden,Goran Kropp,Swedish Cleaning Expedition to Everest,TRUE,FALSE,FALSE,FALSE,310,,,,FALSE,FALSE,,,1999/4/14,1999/5/5,,21,26,1999/5/10,1,,8850,FALSE,FALSE,FALSE,4,0,6,2,0,6,3,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(14/04),C1(16/04,6100m),C2(22/04,6500m),C3(24/04,7300m),C4(03/05,7900m),Smt(05/05)",,1st ascent by Swedish woman,Peak Promotion,TRUE,TRUE,FALSE,FALSE,FALSE,,2453573
EVER99113,EVER,1999,1,1,S Col-SE Ridge,,,,Ireland,David Hamilton,Himalayan Kingdoms Everest Expedition 1999,TRUE,FALSE,FALSE,FALSE,315,,,,FALSE,FALSE,"Guatemala, UK, USA",,1999/4/4,1999/5/12,0905,38,42,1999/5/16,1,,8850,FALSE,FALSE,FALSE,0,0,5,1,0,4,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,"BC(04/04,5350m),C1(10/04,6100m),C2(15/04,6500m),C3(24/04,7250m),C4(11/05,7900m),Smt(12/05)","Dunne stomach trouble, Flynn slight frostbite",Ogwyn youngest American to summit,Summit Nepal Trekking/Arun Treks,TRUE,TRUE,FALSE,FALSE,FALSE,,2453580
EVER99114,EVER,1999,1,1,S Col-SE Ridge,,,,Sweden,"Thomas Sjogren, Tina Sjogren",Everest Internet Experiment Expedition 1999,TRUE,FALSE,FALSE,FALSE,"312,324",,,,FALSE,FALSE,Argentina,,1999/3/22,1999/5/6,1100,45,70,1999/5/31,1,,8850,FALSE,FALSE,FALSE,4,0,4,2,0,9,4,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,"BC(22/03,5350m),C1(07/04,6100m),C2(09/04,6400m),C3(04/05,7300m),C4(05/05,7900m),Smt(06,26/05)",,Babu Chiri longest stay on summit,Nomad Expeditions,TRUE,TRUE,FALSE,FALSE,FALSE,,2453574
EVER99115,EVER,1999,1,1,S Col-SE Ridge,,,,UK,Henry Todd,Himalayan Guides Everest 1999,TRUE,FALSE,FALSE,FALSE,"309,318",,,,FALSE,FALSE,"Mexico, New Zealand, USA",,1999/3/29,1999/5/5,,37,53,1999/5/21,1,,8850,FALSE,FALSE,FALSE,4,0,8,5,0,5,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,"BC(29/03,5350m),C1(10/04,6000m),C2(12/04,6350m),C3(25/04,7300m),C4(30/04,7900m),Smt(05,13/05)",,1st Latin American woman on summit; 1st Brit to scale Everest from both South & North,Arun Treks,TRUE,TRUE,FALSE,FALSE,FALSE,,2453573
EVER99116,EVER,1999,1,2,N Col-NE Ridge,,,,China,Samdrup,China-Tibet Expedition to 14 Mountains of 8000m,TRUE,FALSE,FALSE,FALSE,332,,,,FALSE,FALSE,,,  -   -,1999/5/28,0545,0,0,  -   -,1,,8850,FALSE,FALSE,FALSE,0,0,15,10,0,0,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,"ABC(6500m),C1(7000m),C2(7800m),C3(8300m),Smt(28/05)",,1st Chinese couple to summit (Ren Na and Gigi),None,TRUE,TRUE,FALSE,FALSE,FALSE,,2453596
EVER99118,EVER,1999,1,1,S Col-SE Ridge,,,,UK,"Jonathan Tinker, Nikola Kekus",OTT (Out There Trekking) Everest Expedition,TRUE,FALSE,FALSE,FALSE,"314,317",,,,FALSE,FALSE,"Canada, Netherlands, Peru, Spain, Switzerland, USA",,1999/4/5,1999/5/12,0830,37,41,1999/5/16,1,,8850,FALSE,FALSE,FALSE,4,0,19,9,1,26,7,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,"BC(05/04,5350m),C1(10/04,6100m),C2(17/04,6500m),C3(20/04,7100m),C4(03/05,7900m),Smt(12-13/05)",Smith toes both feet frostbitten but will heal; Everett avalanches; Tinker altitude; Matthews disappeared (fell?),1st Latin American to top twice; 1st Dutchman,Nepal Myths & Mountain Trails,TRUE,TRUE,FALSE,FALSE,FALSE,,2453580
EVER99119,EVER,1999,1,1,S Col-SE Ridge,,,,USA,Peter Athans,American Millenium Expedition,TRUE,FALSE,FALSE,FALSE,308,,,,FALSE,FALSE,UK,,1999/4/4,1999/5/5,,31,0,  -   -,1,,8850,FALSE,FALSE,FALSE,0,0,7,2,0,10,5,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Climbed Nuptse (NUPT-991-01),"BC(04/04,5350m),C1(08/04,6100m),C2(13/04,6350m),C3(21/04,7300m),C4(03/05,7900m),Smt(05/05)",Gyalzen slightly snowblinded,,Above the Clouds,TRUE,TRUE,FALSE,FALSE,FALSE,,2453573
EVER99120,EVER,1999,1,1,S Col-SE Ridge,,,,Canada,Bernard Voyer,Everest Expedition,TRUE,FALSE,FALSE,FALSE,311,,,,FALSE,FALSE,,,1999/4/10,1999/5/5,,25,30,1999/5/10,1,,8850,FALSE,FALSE,FALSE,4,0,2,1,0,2,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,"BC(10/04),C1(16/04,6100m),C2(18/04,6500m),C3(25/04,7400m),C4(03/05,7900m),Smt(05/05)",Voyer slightly snowblinded on return to S Col,,Arun Treks,TRUE,TRUE,FALSE,FALSE,FALSE,,2453573
EVER99125,EVER,1999,1,2,E Face-S Col-SE Ridge,,,,India,Santosh Yadav,Millenium Indian Everest Expedition 1999,TRUE,FALSE,FALSE,FALSE,333,,,,FALSE,FALSE,,KTM->Tingri->Kharta,1999/4/14,1999/5/22,0700,38,51,1999/6/4,1,,8850,FALSE,FALSE,FALSE,3,4000,9,3,0,4,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(14/04,5550m),C1(25/04,6450m),C2(06/05,7450m),C3(27/05,7900m),Smt(28/05)","Loveraj hit by falling stone at about 5000m, eyes hit - was evacuated to Delhi",,Asian Trekking,FALSE,FALSE,FALSE,FALSE,FALSE,,2453590
